EID,InvestorEID,SameProvince,Sharehold,InvestRegYear,InvestCloseYear
"1248556822","1870124299","0","0.5","2014",""
"861208719","455408993","1","0.5","2004","2009"
"7920369","1110674948","0","0.4","2011","2012"
"515643647","905747687","1","0.125","2015",""
"350911679","2021427398","0","1","2004","2010"
"1165957156","455343457","0","0.081","2007",""
"921497569","660401790","0","0.5","2014",""
"1023708280","303188390","0","1","2015",""
"1058870640","1109757444","0","1","1995",""
"1127813156","303712687","0","0","2012","2014"
"311676424","1869796628","1","0.5","2013",""
"1067984784","1110347277","1","0","2009",""
"270290838","707128286","0","0.5","2010",""
"977834503","2021755069","0","1","2010",""
"250776467","455671128","1","0.8","2014",""
"777977907","707193822","1","0.15","2013",""
"504428376","707193822","1","0.65","2013",""
"1063342842","1110478349","1","1","2013",""
"514106016","660139655","0","0.2","1993","2002"
"377416239","660139655","0","0.15","1993","2002"
"313725837","1870124308","0","0.017","1999",""
"401864241","455474520","0","1","2013",""
"1277623755","1110609421","1","1","2014",""
"276489915","660270727","0","1","2015",""
"293970526","304105903","1","0.029","2015",""
"1294907691","455408984","0","1","2015",""
"1163671430","1870255380","0","0.4","2012",""
"618455893","1262895542","1","0.1","2012",""
"303782614","303188399","0","1","2013",""
"95828601","859611015","1","0.49","2006","2013"
"1139179724","859611015","1","0.51","2006","2013"
"110070628","706472926","1","1","2011",""
"1412118732","1109757453","0","0.367","2005",""
"246748528","659418759","0","1","2014",""
"1005152953","456260952","1","1","1990",""
"721163535","1869862165","0","0.51","2013",""
"1275783884","707128287","1","0.55","2012",""
"1442166881","1110412814","1","0.667","1995",""
"212078760","858890118","1","1","2006",""
"781875941","660139656","1","0.6","1999",""
"1111472330","304040368","0","1","2011","2014"
"1049741601","1870124309","0","0.49","2014",""
"1306358889","2021558460","0","0.136","2007",""
"1316262020","455474519","0","0.5","1994",""
"998691483","2021427388","0","0.2","2014",""
"220600356","303188400","0","0.6","2014",""
"844019291","1869272341","1","0.99","2015",""
"1310997166","859545478","0","0.55","2014",""
"794692793","389848294","0","1","2008",""
"242379693","746013118","0","1","1987",""
"1405507436","342728591","1","1","1997",""
"268807333","1176301183","1","0.7","2002",""
"1321664466","1505462469","0","0.7","2014",""
"393265864","745882046","0","0.5","1997",""
"266436847","820201895","1","0.6","2014",""
"1342659643","1908681460","1","0.8","1997","2010"
"535328342","60687008","1","0.029","2004",""
"437497673","389651686","0","0.6","2008",""
"106563146","1626902021","1","0.5","1998",""
"188913888","342400911","1","0.45","2014",""
"1241082634","60883616","1","0.75","1994",""
"1029058373","389455078","0","1","2014",""
"1200156504","819415463","0","1","2013",""
"30912882","343383951","0","0.24","2009",""
"670667886","746602942","0","0.75","2006",""
"469750427","1175711359","0","1","2014",""
"675973556","820005288","1","0.125","2014",""
"436290634","820136360","0","0.12","1992",""
"1321199351","1626705414","0","0.85","2005","2011"
"409480479","389717221","1","1","2010",""
"1139179724","820267432","0","0.55","2011",""
"512176073","1176497792","0","0.1","2009",""
"489279275","1505265860","0","0.3","2003",""
"1043122236","389520613","0","1","2011",""
"248503854","1176563328","1","0.4","2015",""
"541030313","1908484851","1","0.1","2014",""
"1328485587","1908484851","1","0.1","2014",""
"421847019","1626967558","1","0.51","2015",""
"1067175793","1176628864","1","0.02","2011",""
"484809706","1176628864","1","0.03","2011",""
"1137703455","1176628864","1","0.4","2011",""
"804291001","746668477","1","1","2013",""
"700370933","1222765527","1","0.3","2013",""
"260860620","746078652","0","0.03","2014",""
"722064651","1505593539","1","1","1994",""
"1273817841","1626574343","0","0.5","1997","2005"
"719448526","1626574343","0","0.5","1997","2005"
"1271577553","745947580","1","0.167","2000",""
"435325750","342663053","0","0.15","2015",""
"1024542065","1176366721","0","1","2010",""
"660244906","820201897","1","0.487","2013",""
"1429374235","820201897","1","0.462","2013",""
"286379722","60752546","1","0.167","2012",""
"1050764859","1176497793","1","1","1996",""
"422343719","1626902023","0","0.1","2015",""
"925200998","1908484850","1","0.1","2004","2007"
"800756687","1176628865","1","0.51","2012",""
"1266483738","819415465","0","1","2000",""
"716213377","1909467890","1","1","2015",""
"373517650","343383949","0","0.8","2015",""
"110070618","1506183363","1","0.002","2013",""
"159630577","746602940","0","1","2015",""
"796756689","1222765528","0","0.49","2011",""
"1429232699","1506117827","1","0.5","2015",""
"772120736","390372580","1","0.15","2005",""
"513504976","746144187","0","0.2","2009","2013"
"207338519","1505659074","1","0.333","2003",""
"682253344","1626508808","1","1","2011",""
"245834671","746078651","1","0.6","2004","2006"
"689831398","1505593538","1","0.658","2001","2015"
"1314347470","342728588","0","1","2012",""
"52547344","1505528002","1","1","1984","2013"
"638234441","1626705416","1","0.4","2000",""
"1389337613","389717219","1","0.5","2004","2006"
"632144901","745882043","0","1","2009",""
"829525182","820201898","0","0.097","2015",""
"777642934","1908681457","1","0.5","2015",""
"263814564","389651683","0","1","2014",""
"469980055","745816507","0","0.8","2009",""
"1455923809","1176497794","0","0.043","2001",""
"1201288491","59900579","1","1","2008",""
"160600363","819481002","0","0.003","2015",""
"770305788","1222765529","0","0.64","2011",""
"922141867","59966115","0","0.006","2010",""
"715000438","1223224274","1","0.02","2015",""
"759771097","1908878072","0","0.333","2015",""
"777642934","342794131","1","0.02","2015",""
"78006140","1626639873","1","0.082","2012",""
"556465611","342663059","1","0.029","2006",""
"246368256","342663059","1","0.029","2006",""
"1266483738","745882050","0","1","2012",""
"1410922776","389651690","0","0.3","2003","2007"
"402847506","745816514","0","1","2012",""
"605615452","389586154","1","0.197","2011",""
"1320576950","1176497787","1","0.519","1999","2007"
"1063432308","60818076","0","0.667","2011",""
"1127094368","1626902017","0","0.02","2013",""
"409143402","1176628859","1","0.333","2013",""
"777642934","819415459","1","0.476","2015",""
"1148568914","1175645819","0","1","2005",""
"855605639","1909402360","1","1","2011",""
"444941324","1506117833","0","1","2015",""
"179071480","746144193","0","0.42","2010",""
"893014725","1505659080","1","0.19","2004","2008"
"1213001525","342794130","1","0.2","2014",""
"104115307","1626639874","1","0.333","2003",""
"1194399317","389782761","1","0.143","1999",""
"543185525","745947585","1","1","2012",""
"1283459183","1505462472","0","0.333","2015",""
"109578408","1908681463","0","0.8","1985",""
"250660178","1505396936","0","0.133","2010",""
"1013113976","1505396936","0","0.044","2010",""
"180356770","745816513","1","0.071","2013",""
"293970526","745816513","1","0.071","2013",""
"1219330876","60752541","1","0.52","2004",""
"565855376","1626836482","1","0.167","2002",""
"264164053","1176563324","1","0.1","1998","2007"
"396522113","820398500","0","1","2005",""
"1002403509","1506183368","0","0.05","2014",""
"1445691996","746602945","0","1","2015",""
"383159477","390372585","0","0.49","1995",""
"890370301","746013120","1","0.51","2012",""
"379362525","1505528007","0","0.2","2015",""
"522468726","60555934","1","0.35","2014",""
"1148568914","342663057","0","0.75","2007","2009"
"21039247","389651688","0","0.028","2014",""
"689026242","820267429","0","1","2007","2010"
"256440828","1176497789","1","1","2013",""
"454579385","1223617492","1","0.98","2005","2007"
"377632875","1505265863","0","0.099","1999",""
"925838297","60818078","1","0.143","2014",""
"1425822652","1626902019","0","1","2013",""
"499009439","745685440","1","1","2007",""
"798964301","1175645821","1","1","2015",""
"1314219808","1626050051","0","0.5","2008",""
"1281866837","60424863","0","1","2008",""
"7920765","389913831","0","0.75","2015",""
"293970526","820005286","1","0.2","2014",""
"977549516","1908878069","1","0.52","1992",""
"776696422","1505593542","0","0.422","2003",""
"890370301","389848295","0","0.5","2000",""
"543602591","1176301182","1","0.4","2005",""
"913652398","60687007","1","0.95","2014",""
"527817562","1626770948","0","0.6","2013",""
"1387143533","1626770948","0","0.4","2013",""
"1053395863","820267430","0","0.51","2010",""
"1404875184","1505331398","1","0.045","2014",""
"918952094","60818079","1","0.5","2011",""
"495005711","820398502","1","0.3","2001",""
"1119912137","1223683029","1","0.92","2015",""
"1037386989","1505200326","0","1","2015",""
"266886659","389455079","0","1","2014",""
"752711209","1222699989","0","1","2015",""
"769107312","59900575","0","0.6","2012",""
"1109428625","1175645822","1","1","2015",""
"323765392","343318416","0","0.3","2015",""
"163955786","59966111","0","0.667","2002",""
"417920684","390372583","0","1","2015",""
"140607148","819939759","0","0.5","2006",""
"1208670","1626508813","0","0.35","2012",""
"1127094368","1908878060","0","0.01","2013",""
"1274870110","342794119","0","0.5","2015",""
"1195143844","1505593533","1","0.5","1993",""
"323115567","1626574349","0","0.105","2003",""
"182822151","746013110","1","1","2006",""
"516594639","820070831","0","1","2013",""
"1345528225","1223355358","1","0.1","2015",""
"495140726","389782750","0","1","2014",""
"1029904121","60621480","0","0.445","2011",""
"1442166881","1626705421","1","0.1","2007",""
"401864241","745882038","1","0.5","2014",""
"348790902","820201903","1","0.5","2002",""
"226272366","1908681452","1","0.51","2002","2010"
"1160126555","1626770957","0","0.6","2011",""
"491335110","1908615916","0","0.649","2011",""
"269511407","60752552","0","0.9","2006","2007"
"1043353245","389586142","1","1","1994","2012"
"54416421","745750966","1","1","2009",""
"282834750","60883624","0","0.05","2007","2008"
"623310680","746668470","0","1","2010",""
"517180993","343318407","1","0.009","2012",""
"1405507436","1505659068","1","0.5","2002",""
"1047662852","1223355359","1","0.9","2014",""
"1254931256","60555945","0","1","1996",""
"406026876","389782749","0","0.04","2000",""
"1139109457","389782749","0","0.027","2000",""
"266496404","1223420895","0","0.51","2002","2012"
"1034130678","342466438","0","1","2015",""
"1146984971","1223617503","1","0.6","2005",""
"1017025514","1505265852","0","0.15","2010",""
"499244204","1176563336","0","0.7","2010",""
"105834985","745685429","1","0.496","2009",""
"1096351179","1176628872","1","1","1995","2010"
"1399483800","1909467883","0","0.028","1999",""
"254262621","1222699999","0","0.6","2001",""
"599973471","390438109","0","1","2012",""
"191128396","1175711368","0","1","2015",""
"242326708","765411774","1","0.523","1995",""
"465842319","800672167","0","1","2010","2012"
"1128365841","41157280","1","0.21","2014",""
"922600636","409181414","1","1","2002","2013"
"855605639","765346238","0","0.4","1995",""
"16038605","800737703","0","0.6","2008",""
"670171771","362061711","0","0.7","2015",""
"909232417","1204022230","1","0.6","2015",""
"642288891","1524861125","0","0.3","2014",""
"472117142","361996175","0","0.455","2002","2005"
"615903807","41288352","1","0.1","2015",""
"158364262","409050342","0","0.59","2014",""
"1322947694","361930639","1","0.21","2002",""
"1281866837","41353888","0","1","2010",""
"583968209","765084094","1","0.8","2006",""
"483590419","361799567","0","1","2014",""
"293010953","1607568901","1","0.067","1991",""
"110791525","1157230207","1","0.333","2006",""
"351641479","1927817972","1","0.9","2013",""
"1442166881","1928801012","1","0.641","1999",""
"617891541","362717071","0","0.3","2014",""
"852069689","1203366870","0","0.2","2014",""
"917292421","800147879","0","1","2010",""
"919240562","1203432406","1","0.01","2015",""
"666623882","1928276723","0","0.3","2014",""
"7466052","1524992196","1","0.4","2014",""
"782632522","41091745","1","0.5","2013",""
"1412118732","409246949","1","1","1980",""
"328686479","1156836992","1","1","2007",""
"127014649","765411773","1","0.45","2008","2011"
"209859200","1928211187","1","1","1994",""
"1058048985","409115877","1","1","2015",""
"426990426","1607372294","0","0.2","2014",""
"490826378","1157033600","0","0.55","2015",""
"313375802","800868776","0","0.25","2006",""
"275603340","1204153303","1","0.9","2015",""
"1307464609","1204218839","1","0.1","2003",""
"975309624","1204218839","1","0.39","2003",""
"1263582293","1204284375","0","1","2014",""
"1127094368","1157230208","1","0.02","2013",""
"894948127","362717070","1","1","2001",""
"675060389","40567457","1","0.2","1997",""
"1108505084","40632993","1","1","2014",""
"1456960524","1606716934","0","1","2014",""
"142424074","1524992195","1","0.5","2014","2015"
"1207628019","409246948","1","0.167","2011",""
"689751038","1156836993","1","0.6","2014",""
"540058592","1203956696","0","1","2008",""
"383159477","1928145650","0","1","2000","2008"
"52547406","1156968065","0","0.615","2002",""
"277397054","765280700","1","1","1998","2007"
"844740186","1204153304","1","0.2","1993",""
"1032579276","1524730051","0","0.429","2006","2012"
"383920148","1157099137","1","0.79","2003",""
"170226894","361865101","1","0.032","2011",""
"620719600","1204218840","0","1","2007",""
"1157541872","408919268","1","1","2014",""
"1424568463","1157164673","1","0.333","2001",""
"1372452696","1157230209","1","0.5","1993",""
"618455823","765018556","1","0.49","2014",""
"1270808912","41550498","0","1","2013",""
"1261103857","1156312705","1","0.1","2015",""
"1254734648","1156312705","1","0.9","2015",""
"1126935814","1606716935","0","0.995","2015",""
"783550211","362192780","1","0.7","2008",""
"1127094368","1203891161","0","0.01","2013",""
"383159477","1156836994","0","1","1993",""
"381306163","1524926658","0","0.7","2012",""
"671882554","1156902530","1","0.4","2011",""
"333620","362061708","0","0.133","2008",""
"546269834","1524861122","1","0.4","2009","2011"
"640318655","800803242","1","0.191","2012",""
"381661001","1157033602","1","0.5","2003","2009"
"1127094368","361930636","0","0.006","2012",""
"1111472330","1204218841","0","1","2011","2013"
"302400427","1524664514","0","0.35","2008",""
"1065603224","41419427","1","1","2014",""
"939672623","1204284377","0","0.1","2009",""
"532238133","1927817969","1","0.5","2014",""
"643998302","1525516482","0","0.9","1995","2005"
"1236569762","1606651400","0","0.51","1990","2002"
"379362525","409246954","0","0.379","1995","2005"
"307506498","800672163","1","0.5","2014",""
"971060959","1607241217","0","0.9","2003",""
"327510864","800737699","0","1","2015",""
"1153129917","1928080120","1","0.45","2015",""
"132170993","1204087762","0","1","2010",""
"1266483738","1607372289","0","1","2014",""
"977908214","1524730057","0","0.6","2012",""
"504197866","1157099131","1","0.34","2004","2010"
"483988848","361865107","1","1","2010",""
"240615185","1524664521","1","0.077","2015",""
"1257981297","361799571","1","0.56","1993",""
"407265686","1204284370","1","0.95","1999","2014"
"534139809","1606651393","1","0.8","2015",""
"1393481376","800147875","1","0.2","2005",""
"410425471","1524992200","1","1","2012",""
"1261963305","1928211191","0","0.012","2009",""
"552744426","1524926664","1","0.25","2007",""
"1204720521","41157277","1","0.99","1997",""
"759455290","1928145655","0","0.999","2012",""
"609220791","1524861128","1","1","2008",""
"670078277","1156968060","1","1","1952","2013"
"855576515","1157099132","1","0.51","2004",""
"877732090","765149633","0","0.514","2009",""
"107341362","1927883511","1","1","2010",""
"1160484894","361799570","0","1","2011",""
"759455290","1157230204","1","0.5","2012",""
"574493942","800082340","0","0.52","2014",""
"788066949","1525516488","1","0.1","2005",""
"877732090","1606651394","0","0.5","2010",""
"1052553745","1928276726","0","0.9","1994",""
"309979852","765411776","0","1","2005",""
"907871616","800672165","0","0.5","2006",""
"1429599828","362127249","0","1","1992","1999"
"817135855","41157278","1","0.333","1992",""
"421108068","765346240","0","1","2014",""
"31548465","800737701","0","0.7","2003","2009"
"392903992","1607306755","0","0.143","2014",""
"80378882","1156968061","1","0.05","1998",""
"121867647","1156968061","1","0.083","1998",""
"416157148","1156968061","1","0.212","1998",""
"1383162902","1204153300","1","1","2012",""
"564310483","1157099133","0","0.5","2013",""
"1385377935","361865105","1","0.98","2006",""
"482886963","41419422","0","0.2","2003",""
"523146715","361799569","1","0.05","2012",""
"514215723","1524598983","1","0.99","2010",""
"154615096","1607568899","0","0.1","1992",""
"1040448128","765018560","1","0.56","2014",""
"46245232","801065381","1","1","1990","2007"
"739651502","361734033","1","0.6","2004",""
"96647982","1204349908","1","0.4","2003",""
"1447792096","1607634435","1","0.333","2013",""
"520583936","766001600","0","1","2002",""
"125102044","800082341","1","0.15","2015",""
"375195816","765936064","0","0.001","2013",""
"1016082350","1928735478","0","0.6","2010",""
"927911824","409246951","1","0.04","2015",""
"180689897","1156836990","1","0.1","2005",""
"781091253","1607241220","0","0.9","2015",""
"446206964","800737702","0","0.08","2010",""
"953911759","1928145653","0","0.007","2014",""
"271429845","409115879","0","0.031","2015",""
"269180322","765280703","0","1","2008","2009"
"5074548","1928080117","0","0.667","2006","2006"
"658082412","1928014581","1","1","1984","2009"
"254295282","800934310","1","0.127","2003",""
"769107312","1524598982","0","0.6","1995",""
"668167866","1607568900","1","0.5","2013",""
"695465160","1607568900","1","0.5","2013",""
"482570881","1524533446","0","0.45","1995",""
"10928937","1525516486","1","1","2015",""
"1081456640","409705703","1","1","2002",""
"873139429","1524992189","0","0.7","2002","2009"
"1149224274","409246942","1","0.5","2001",""
"82421100","1156836999","1","0.4","2004","2008"
"1266483738","41157288","0","1","2010",""
"146901032","1607241229","1","0.003","2012",""
"1331121876","409181406","0","0.025","2007",""
"212444458","765346230","1","1","2014",""
"1454049545","409115870","0","0.115","1995","2010"
"19527050","1928014572","0","0.7","2013",""
"281115971","41353896","0","1","2014",""
"475692298","765149622","0","0.72","2003",""
"365119418","1927949036","0","0.083","2014",""
"884927242","41419432","0","1","2015",""
"650793378","800999855","1","0.5","2002",""
"432037379","408853726","0","1","2009",""
"841899555","765018550","0","1","2006",""
"270290838","1204349918","0","0.51","2012",""
"337051373","408788190","1","0.58","2009",""
"1077558471","800147887","0","1","2011",""
"1026443035","409705694","0","1","2011","2015"
"1014688171","409246941","1","0.05","1993",""
"636972440","1607241230","1","0.51","2015",""
"1127094368","1524861116","1","0.02","2012",""
"1270808912","1204087775","0","1","2012",""
"699631753","1607372302","1","0.26","2013",""
"1124224654","765215157","0","0.2","2004","2007"
"718777307","361930630","1","0.333","2004",""
"948244516","1524730044","0","0.199","2003","2009"
"125197371","1157099144","1","0.25","2014",""
"102009553","41419433","0","1","2007",""
"238160040","1157164680","0","0.002","1999",""
"1127813156","361799558","0","0.125","2012","2015"
"688468208","1204284383","0","0.3","2015",""
"1048094091","1157230216","0","0.8","2013",""
"358646156","801065392","1","0.49","2010",""
"1431300227","1524533436","1","1","2006",""
"371805995","408788189","1","0.8","2003","2012"
"1371718668","362717062","1","0.333","2014",""
"670078277","409771229","1","1","1988",""
"1368716779","765936053","0","0.5","2012",""
"81556132","1928735467","1","0.2","2014",""
"620720093","1928735467","1","0.2","2014",""
"174598505","40633001","1","0.091","2010",""
"170327921","29323771","1","1","2015",""
"416176889","479596929","0","0.6","2004",""
"232098610","835761753","1","0.3","2014",""
"936723656","2045615334","1","0.2","2008",""
"1261963305","1893187138","0","0.1","2014",""
"367070789","432411690","1","1","2013",""
"728022171","479465857","1","0.7","2014",""
"1445866950","1893252674","0","0.36","2008","2010"
"283738483","1133737787","0","0.298","2014",""
"13474148","2045484262","0","1","2012","2014"
"600616045","479400321","0","0.333","2014",""
"624400608","835565145","0","0.4","1993","2003"
"1074773862","1998364559","0","0.497","2005",""
"1044546140","479334785","1","0.25","2012",""
"369192045","1998299023","1","1","1999",""
"1091330962","835434073","0","1","2015",""
"778859242","432149546","1","0.8","2014",""
"1076948789","1594948960","0","0.99","2009",""
"410096337","836417113","0","0.33","2005",""
"1216729077","29848059","1","0.75","2002",""
"1286274534","836351577","1","0.3","2013",""
"489992346","29323770","0","0.25","2014",""
"602785685","1133541180","1","1","2001",""
"881227445","2045680869","0","0.5","1995",""
"1127094368","1133606716","0","0.01","2013",""
"2985537","2045615333","0","0.7","2010",""
"552744426","835696216","0","0.828","1998",""
"75838070","730387725","1","0.8","2006",""
"1159960800","835499608","1","0.5","2008",""
"1343221592","1133868860","0","0.51","2015",""
"1147989631","1595014495","0","0.5","2015",""
"1127094368","1893449283","0","0.01","2013",""
"491335110","1998233486","1","1","2011",""
"379362533","432149545","0","1","2009",""
"592456859","1595931999","1","0.1","2015",""
"519745749","29848058","1","1","1981",""
"512582780","1893056068","1","1","2006",""
"395481809","2045680868","0","0.769","2013",""
"1057850686","1595276638","1","0.5","2015",""
"1148568914","835696215","0","0.55","2005",""
"1328485587","1998495629","1","0.01","2015",""
"1143666836","479465855","1","0.63","2011",""
"389469747","1893252676","0","0.2","2001","2006"
"929391511","2045484260","1","0.043","2002",""
"1327253936","730518798","1","0.5","1999",""
"434571300","432280616","1","0.51","2002",""
"750476773","1133803325","1","0.9","2012","2014"
"830556579","1595080030","0","0.6","2003",""
"387916869","479334783","1","1","2011",""
"431021927","1133868861","1","1","2012",""
"1398302009","1595014494","1","0.5","2010",""
"436360194","28930553","0","0.29","2015",""
"221834091","479269247","1","0.97","2005",""
"564370612","835434071","0","0.6","2015",""
"1161379031","730649870","0","0.333","2013",""
"1069148064","836417111","1","1","1987",""
"259867594","29782521","0","0.2","2000","2003"
"1429419840","1998692236","1","1","2001",""
"11381279","1595342173","0","1","2014",""
"394542454","730322191","0","0.9","2013",""
"759455290","29192696","0","0.511","1995",""
"275083975","1595211101","1","0.25","2015",""
"1277285415","29127160","0","1","1995",""
"1401294335","479400318","1","0.01","2015",""
"1127094368","835499606","0","0.01","2013",""
"639142807","2045353187","1","0.51","1994","2006"
"390884471","730649871","0","1","2009",""
"1018817651","432149543","0","1","2010",""
"235826549","1594948957","0","0.6","2014",""
"675713710","1595866461","0","0.7","1994",""
"1156585665","29782520","1","0.47","2008",""
"283440914","480121214","0","0.1","2003",""
"1451461141","1998692243","1","1","1982",""
"816676260","1133541175","0","1","2015",""
"879510602","1595211108","0","1","2008","2014"
"651095676","479465861","0","0.98","2011",""
"762662901","1998430099","0","0.45","2014",""
"162332626","1133737783","1","0.5","2013",""
"1399483827","479334789","0","1","2011",""
"1127094368","730584328","0","0.02","2013",""
"1165696276","1998299027","0","0.105","2014",""
"645676379","1133868855","0","0.05","2006",""
"240615185","28930559","0","0","2010",""
"512201390","730649864","0","0.5","2005",""
"620604522","432149550","0","0.007","2010",""
"1319486503","432149550","0","0.068","2010",""
"1267963258","432149550","0","0.014","2010",""
"937136814","1594948964","1","1","1999","2009"
"1040158106","1999216531","0","0.67","2015",""
"1340969972","836351581","0","1","2006",""
"703493326","729732360","0","0.5","1987","1998"
"520583936","29782527","1","0.6","2002",""
"306672547","1892990527","1","1","2012",""
"293303106","1998692242","1","0.49","2010",""
"1127852187","29258238","1","0.9","2001",""
"1249545467","1133606712","0","0.56","2015",""
"1013113553","2045615337","0","0.003","2012",""
"1127094368","479531396","1","0.02","2012",""
"298577149","432411693","0","0.12","2014",""
"298656907","29127166","1","0.3","2004","2010"
"772776096","1893252671","0","0.148","1997","2006"
"144812153","1595145571","0","1","2010",""
"1342659643","730518793","1","0.167","2001",""
"296530123","730518793","1","0.167","2001",""
"1195313320","1132951352","0","0.01","2014",""
"1407097934","480186756","0","0.25","1989",""
"270290838","836351580","0","0.251","2011",""
"1127094368","1133016888","0","0.009","2012",""
"366586746","835892827","1","0.167","2014",""
"586086451","1133475641","1","0.31","2005",""
"383159477","1133541177","0","0.959","1992",""
"1224028268","479596931","0","0.4","2015",""
"339655241","730322186","0","0.7","2009",""
"1176996759","479531395","1","1","2010",""
"1304517268","835696219","0","0.5","2000",""
"1401487573","730387722","1","0.25","2003","2008"
"1119919082","29127165","1","0.075","2011",""
"770705357","29127165","1","0.925","2011",""
"667334462","730453258","0","0.3","2010",""
"1018228894","1998364561","1","0.99","2012",""
"67899525","1595080034","0","0.5","1993","2010"
"777642934","835434075","0","0.025","2015",""
"140607148","1594948962","0","0.51","2001","2007"
"1290474823","2045287656","1","1","2006","2012"
"314534340","1892466240","1","0.25","2010","2012"
"804839007","836417115","1","1","1992","2011"
"1192301814","433132588","1","0.99","2014",""
"688122599","1595932002","1","0.4","2013",""
"117400354","729732362","0","0","2008","2009"
"1347388058","1999150993","1","0.2","2006",""
"829524786","1892990529","1","0.333","2013",""
"746151327","730191115","1","1","1955",""
"1389679558","835827290","0","0.51","2014",""
"126401194","730256651","1","0.51","2006","2011"
"385175436","1595342177","1","1","1990",""
"1058870640","29258236","0","1","1993",""
"1025203715","1998561168","0","0.2","2013",""
"238495088","1595276641","0","1","2009",""
"25574642","1998495632","0","0.02","2014",""
"750330273","29127164","0","0.997","2008",""
"990334579","2045549799","1","1","2010",""
"547851062","432346155","1","0.95","2012",""
"1003813205","835499610","1","0.057","2003","2011"
"370940326","1595014497","0","0.25","2009",""
"675348012","479269250","0","1","2011","2015"
"777642934","432149547","0","0.154","2013",""
"1299769833","28865020","0","0.5","1997",""
"910356680","2045287655","0","0.5","2014",""
"1418232544","433132587","1","1","2006","2008"
"271342479","433067051","1","1","1982",""
"621834635","480121218","1","0.1","2015",""
"640561365","730191124","0","1","2008","2009"
"525422608","1595407704","1","0.294","2001",""
"974154861","730256660","0","0.2","2015",""
"323891083","1998626695","1","1","2006",""
"1417093537","432542754","1","0.067","2015",""
"113927739","432542754","1","0.067","2015",""
"491335110","835761745","0","0.333","2012",""
"855605639","1133672259","0","1","2008","2009"
"609920562","29127155","1","1","2013",""
"1306629463","1998364551","1","0.333","2014",""
"1458216041","28996083","1","1","2014",""
"1127094368","28930547","0","0.02","2013",""
"113765068","835434065","0","1","1989",""
"1127288868","1133934403","0","0.49","2015",""
"499009439","28865011","1","0.8","2002","2007"
"146218058","836417105","0","1","2011","2013"
"1088856728","2046270686","1","1","1993","2006"
"1138728046","1595407703","1","0.6","1999","2012"
"1412118732","1998626694","0","1","1993",""
"209859200","1998561158","1","1","1984",""
"79506393","432477217","0","0.2","2007",""
"586086451","29192690","0","1","2013",""
"113529691","835696208","1","0.185","2001","2013"
"1069932294","730453269","0","0.3","2008",""
"1145269138","1133737796","0","0.6","1989",""
"758916332","1595145559","1","0.65","2009",""
"1032579276","2045484253","0","0.51","2004","2010"
"1331123035","1893318219","1","0.375","2003","2007"
"354057265","835565136","1","0.2","2015",""
"784918261","432280609","1","0.4","2003","2010"
"203296874","1594948951","1","1","2013",""
"123797910","2045287645","0","0.127","2003",""
"640561365","1999216518","0","1","2009","2009"
"1307883423","433132577","0","1","1988",""
"881227445","1892531787","1","1","2013",""
"799103006","433067041","1","0.333","2010",""
"1186395336","480121208","1","1","2003","2012"
"396522113","1150878368","0","0.562","1990",""
"87180428","818424564","1","0.8","2004",""
"1053723706","415140037","0","0.009","2001",""
"152575217","700605210","1","0.51","2012",""
"469585707","344440386","1","1","2012",""
"282563211","1151009440","0","0.1","1995",""
"553189427","2028147073","1","1","2007",""
"1266483738","700801818","0","1","2009",""
"91410947","414877893","0","0.51","2014",""
"186461436","1910786471","0","0.49","2014",""
"375022417","818096884","1","0.091","2011",""
"525806949","747987057","1","0.9","2015",""
"458567040","414746821","0","1","2013",""
"242326708","700998426","1","0.25","1996",""
"31514207","1150354080","0","0.9","2013",""
"911606395","818948852","1","0.52","2010",""
"171916732","747135089","0","0.51","2007",""
"520583936","1981748266","0","1","1949","2006"
"908111110","1150419616","1","0.1","2014",""
"773504006","415205572","0","0.66","2014",""
"469980061","1577939450","0","0.35","2013",""
"238495088","1910524328","0","1","2010",""
"5859201","818359027","0","1","2008",""
"512006038","2028147072","0","1","1987",""
"1198114903","700801819","0","1","2010",""
"25574642","818162419","0","0","2014",""
"79506393","747921522","0","1","1998",""
"861240938","700867355","1","0.25","2008",""
"618455893","1151337121","0","0.1","2014",""
"678874923","1577546234","1","0.542","1998","2007"
"235145033","1909868968","0","0.38","2011",""
"723635984","819014387","1","0.7","2012",""
"480515054","747069554","0","0.5","2004",""
"144467542","747135090","1","0.25","2006","2009"
"384774159","1981748265","1","0.052","2007",""
"890370301","415664324","0","0.51","2013",""
"814415918","1150419617","1","1","1997",""
"790201078","1910393257","0","0.95","2012",""
"851037704","1577939449","0","0.49","2015",""
"583654","415074499","0","1","2001",""
"500653185","1577873913","1","0.24","2007",""
"535226566","2028147071","1","0.5","2014",""
"516066067","747855987","1","0.998","1992",""
"137211680","1910720937","0","0.2","2014",""
"688468208","747921523","1","0.7","2015",""
"510634944","414877891","1","0.6","2014",""
"2985537","1980896296","0","0.9","2011","2014"
"168323788","1910852009","0","0.073","2008",""
"625883965","1577546233","1","0.1","2003",""
"11311134","343785028","0","0.98","2008",""
"70317405","1909868969","0","0.51","2004",""
"1271324315","819014386","0","1","2011","2012"
"984322769","1981289511","1","0.5","2002",""
"1074526097","1910458794","0","0.522","2010",""
"1068367369","818424561","0","1","2013",""
"1053395863","700605213","0","0.098","2008",""
"128134150","1910524330","0","0.4","2010","2014"
